source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.98448181, 40.75758362)", ,18.18000,25.940, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88422394, 40.63399124)', '(-73.95877075, 40.76398849)', '(-73.94869232, 40.78891373)', '(-73.95056152, 40.77524185)', '(-73.70021057, 40.63739014)', '(-73.97459412, 40.75640106)', '(-73.97535706, 40.75912094)', '(-73.95353699, 40.76741409)', '(-73.78868103, 40.64199066)', '(-73.97567749, 40.74144363)', '(-73.78354645, 40.64897156)', '(-73.94731903, 40.7083168)']"
"(-73.785924, 40.645134)","(-73.98448944, 40.67808914)", ,13.10000,20.830, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77428436, 40.69032288)', '(-73.8615036, 40.76817703)', '(-73.95547485, 40.67751694)']"
"(-73.785924, 40.645134)","(-73.98448944, 40.71538162)", ,14.79000,25.350, , ,,,"(-73.98448944, 40.71538162):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98448944, 40.76063919)","(-73.96418762, 40.77056122)",18.50000,26.780,17.97000,26.350,31.36000,28.150,Matched
"(-73.785924, 40.645134)","(-73.98449707, 40.76663208)","(-73.95436096, 40.67728043)",18.60000,27.870,11.28000,17.990,25.21500,26.960,Matched
"(-73.785924, 40.645134)","(-73.98449707, 40.7755661)","(-73.94761658, 40.7127533)",18.94000,28.600,12.21000,19.610,26.51000,26.660,Matched
"(-73.785924, 40.645134)","(-73.98451233, 40.67819595)", ,13.09000,20.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93515015, 40.75119019)', '(-73.97007751, 40.68623352)', '(-73.91069031, 40.6582489)', '(-73.98098755, 40.67563248)']"
"(-73.785924, 40.645134)","(-73.98451233, 40.74568176)","(-73.9745636, 40.75027847)",17.87000,26.240,17.31000,24.060,30.43000,24.880,Matched
"(-73.785924, 40.645134)","(-73.98451233, 40.7457695)", ,17.88000,26.260, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94844055, 40.77639008)', '(-73.86425018, 40.66593552)', '(-73.95236969, 40.74146271)', '(-73.79598236, 40.66773224)', '(-73.79658508, 40.66836548)', '(-73.72831726, 40.72888184)', '(-73.92121887, 40.76333237)', '(-73.91743469, 40.77074814)', '(-73.94885254, 40.78513336)', '(-73.86086273, 40.70349884)', '(-73.78121948, 40.72752762)', '(-73.96658325, 40.75486755)', '(-73.95648193, 40.77147675)', '(-73.94514465, 40.71591187)', '(-73.81572723, 40.69019318)']"
"(-73.785924, 40.645134)","(-73.98451233, 40.75925827)", ,18.54000,26.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9498291, 40.77243042)', '(-73.9221344, 40.65988541)', '(-73.87078094, 40.68233109)']"
"(-73.785924, 40.645134)","(-73.98451996, 40.76197052)","(-73.81078339, 40.66865921)",18.75000,27.300,3.33000,5.790,16.98000,21.070,Matched
"(-73.785924, 40.645134)","(-73.98451996, 40.76312256)", ,18.81000,27.640, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85004425, 40.72356033)', '(-73.88627625, 40.76726913)', '(-73.95013428, 40.71408463)', '(-73.93623352, 40.70949173)', '(-73.92745972, 40.75810242)', '(-73.95856476, 40.768116)', '(-73.94863892, 40.7779274)', '(-73.95886993, 40.77978897)', '(-73.94648743, 40.80066299)', '(-73.91806793, 40.76163483)', '(-73.92236328, 40.76161957)', '(-73.9621582, 40.71681976)', '(-73.9564209, 40.77653885)', '(-73.86521149, 40.77056122)', '(-73.97703552, 40.75264359)', '(-73.97902679, 40.76168442)', '(-73.79049683, 40.64399338)', '(-73.94100952, 40.71276855)', '(-73.82929993, 40.70901871)', '(-73.9747467, 40.76170349)', '(-73.79016876, 40.64360046)']"
"(-73.785924, 40.645134)","(-73.98451996, 40.76685715)","(-73.96366882, 40.76099014)",18.59000,27.840,17.07000,24.260,30.99000,28.860,Matched
"(-73.785924, 40.645134)","(-73.98451996, 40.76941681)", ,18.41000,27.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95250702, 40.71197128)', '(-73.77684784, 40.64597321)', '(-73.84579468, 40.72560883)', '(-73.78522491, 40.73597336)', '(-73.97018433, 40.78471756)', '(-73.78339386, 40.64670181)', '(-73.80596161, 40.66567612)', '(-73.86047363, 40.73820877)', '(-73.83013916, 40.68650055)', '(-73.91542053, 40.69273758)', '(-73.8421402, 40.72288513)', '(-73.78851318, 40.71242905)', '(-73.96269989, 40.76332092)']"
"(-73.785924, 40.645134)","(-73.98452759, 40.72039032)", ,14.25000,23.370, , ,,,"(-73.98452759, 40.72039032):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98452759, 40.76974106)", ,18.39000,27.660, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96985626, 40.75310135)']"
"(-73.785924, 40.645134)","(-73.98453522, 40.6780777)", ,13.10000,20.830, , ,,,"(-73.98453522, 40.6780777):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98453522, 40.69158554)", ,13.39000,21.320, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92223358, 40.66305923)', '(-73.77750397, 40.72637177)', '(-73.8092041, 40.68961334)', '(-73.95429993, 40.65597916)', '(-73.80345917, 40.6591301)']"
"(-73.785924, 40.645134)","(-73.98453522, 40.73283386)", ,18.21000,27.270, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91867065, 40.65285492)', '(-73.78038025, 40.7422905)', '(-73.77638245, 40.64533997)', '(-73.92551422, 40.6830864)', '(-73.87077332, 40.72990036)', '(-73.91104126, 40.67578888)']"
"(-73.785924, 40.645134)","(-73.98453522, 40.73873138)", ,17.98000,26.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97261047, 40.74356079)', '(-73.94821167, 40.77452087)', '(-73.8237381, 40.70389175)', '(-73.74017334, 40.70124435)', '(-73.7730484, 40.7160759)', '(-73.95951843, 40.71152115)', '(-73.93816376, 40.74528885)', '(-73.96761322, 40.69229889)', '(-73.78382874, 40.94519806)']"
"(-73.785924, 40.645134)","(-73.98453522, 40.74252701)","(-73.94929504, 40.71357727)",17.89000,26.470,12.22000,19.460,25.45500,24.410,Matched
"(-73.785924, 40.645134)","(-73.98453522, 40.77544022)","(-73.91619873, 40.70611954)",18.83000,28.010,10.08000,16.950,24.08500,24.760,Matched
"(-73.785924, 40.645134)","(-73.98454285, 40.7201004)", ,14.23000,23.280, , ,,,"(-73.98454285, 40.7201004):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98455048, 40.68737411)","(-73.96765137, 40.68694687)",12.78000,20.100,12.17000,19.220,22.22000,20.230,Matched
"(-73.785924, 40.645134)","(-73.98455048, 40.69641495)", ,13.39000,20.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95413208, 40.67340088)', '(-73.96499634, 40.68418121)', '(-73.83670044, 40.70581818)']"
"(-73.785924, 40.645134)","(-73.98455048, 40.72475815)", ,14.67000,25.090, , ,,,"(-73.98455048, 40.72475815):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98455048, 40.74996185)","(-73.98353577, 40.74992752)",17.99000,25.660,17.52000,24.570,30.35000,24.900,Matched
"(-73.785924, 40.645134)","(-73.98455048, 40.76588821)", ,18.43000,27.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80632019, 40.65987778)', '(-73.73409271, 40.62488556)', '(-73.97000122, 40.75313187)']"
"(-73.785924, 40.645134)","(-73.98455048, 40.76831055)","(-73.98245239, 40.76208878)",18.52000,28.070,18.37000,27.060,32.40500,27.670,Matched
"(-73.785924, 40.645134)","(-73.98455811, 40.75148392)", ,17.82000,25.400, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87171936, 40.72908783)', '(-73.94354248, 40.70809174)', '(-73.87186432, 40.72011566)', '(-73.96966553, 40.75705719)', '(-73.91230011, 40.74266815)']"
"(-73.785924, 40.645134)","(-73.98455811, 40.76147842)","(-73.9821701, 40.75526428)",18.76000,27.320,17.90000,25.930,31.56000,26.830,Matched
"(-73.785924, 40.645134)","(-73.98456573, 40.67424774)","(-73.97108459, 40.69353867)",13.42000,22.310,12.56000,19.490,23.71500,21.580,Matched
"(-73.785924, 40.645134)","(-73.98456573, 40.69158936)","(-73.96746826, 40.6960144)",13.39000,21.320,12.51000,19.410,23.17000,20.910,Matched
"(-73.785924, 40.645134)","(-73.98456573, 40.71977615)", ,14.21000,23.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79602051, 40.66773605)']"
"(-73.785924, 40.645134)","(-73.98456573, 40.73293304)", ,18.21000,27.260, , ,,,"(-73.98456573, 40.73293304):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98456573, 40.73924255)", ,17.91000,26.500, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82450867, 40.6829071)', '(-73.77158356, 40.68096924)', '(-73.95587921, 40.77375031)']"
"(-73.785924, 40.645134)","(-73.98456573, 40.7511673)", ,17.58000,24.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9587326, 40.77487183)', '(-73.91924286, 40.76285934)', '(-73.91165161, 40.70005417)', '(-73.96346283, 40.76935959)', '(-73.79585266, 40.66767502)', '(-73.82411194, 40.68225861)', '(-73.9228363, 40.74549103)', '(-73.8638916, 40.72960281)']"
"(-73.785924, 40.645134)","(-73.98456573, 40.75117111)","(-73.98275757, 40.74948883)",17.58000,24.580,17.58000,24.800,29.87000,25.310,Matched
"(-73.785924, 40.645134)","(-73.98456573, 40.76231384)","(-73.97338867, 40.75497818)",18.51000,27.610,17.86000,25.430,31.66500,26.590,Matched
"(-73.785924, 40.645134)","(-73.98457336, 40.71978378)", ,14.21000,23.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92223358, 40.66305923)', '(-73.77750397, 40.72637177)', '(-73.8092041, 40.68961334)', '(-73.95429993, 40.65597916)', '(-73.80345917, 40.6591301)']"
"(-73.785924, 40.645134)","(-73.98457336, 40.72176743)","(-73.9642868, 40.67393112)",14.38000,23.930,12.20000,19.270,24.16500,24.050,Matched
"(-73.785924, 40.645134)","(-73.98457336, 40.76675034)", ,18.59000,27.840, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93940735, 40.71402359)', '(-73.83743286, 40.71622849)', '(-73.77732849, 40.6664505)', '(-73.94472504, 40.70628738)', '(-73.96006775, 40.77877808)', '(-73.85205078, 40.71377182)', '(-73.96458435, 40.79195404)', '(-73.92764282, 40.76638031)', '(-73.9480896, 40.8013382)', '(-73.81924438, 40.7663269)', '(-73.81742859, 40.76570129)', '(-73.93056488, 40.69297791)', '(-73.83280182, 40.75397873)', '(-73.91990662, 40.74311829)']"
"(-73.785924, 40.645134)","(-73.98457336, 40.76704788)", ,18.36000,26.920, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96640778, 40.75998306)']"
"(-73.785924, 40.645134)","(-73.98457336, 40.76961136)", ,18.40000,27.680, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96282959, 40.71015167)', '(-73.94226074, 40.75654602)', '(-73.90645599, 40.77577591)', '(-73.81484222, 40.76452637)', '(-73.94969177, 40.68122101)', '(-73.95243835, 40.7870369)', '(-73.80686951, 40.66592026)', '(-73.79481506, 40.6676712)', '(-73.95682526, 40.77427292)', '(-73.87050629, 40.77371216)', '(-73.97676086, 40.75170135)']"
"(-73.785924, 40.645134)","(-73.98458099, 40.72735977)", ,15.00000,26.250, , ,,,"(-73.98458099, 40.72735977):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98458099, 40.73045731)", ,15.47000,28.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96324158, 40.71849442)', '(-73.95051575, 40.77542877)', '(-73.94501495, 40.72267151)', '(-73.91674042, 40.68769073)', '(-73.92327118, 40.66138077)', '(-73.9488678, 40.78089905)']"
"(-73.785924, 40.645134)","(-73.98458099, 40.73203659)", ,18.28000,27.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.98458099, 40.75995636)","(-73.98210144, 40.76179123)",18.55000,27.110,18.51000,27.110,32.06500,27.590,Matched
"(-73.785924, 40.645134)","(-73.98458099, 40.76366043)", ,18.79000,27.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88105011, 40.72721863)', '(-73.95278168, 40.76900101)', '(-73.8126297, 40.71932602)']"
"(-73.785924, 40.645134)","(-73.98460388, 40.70294189)", ,13.70000,22.280, , ,,,"(-73.98460388, 40.70294189):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98460388, 40.70301819)", ,13.69000,22.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86180878, 40.76852417)', '(-73.87312317, 40.77432632)']"
"(-73.785924, 40.645134)","(-73.98460388, 40.71539688)", ,14.78000,25.340, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79006958, 40.64383316)', '(-73.95287323, 40.71490479)', '(-73.12759399, 40.91742706)', '(-73.96440887, 40.68650818)', '(-73.96248627, 40.67986679)', '(-73.95562744, 40.69187164)']"
"(-73.785924, 40.645134)","(-73.98460388, 40.73950958)", ,17.90000,26.470, , ,,,"(-73.98460388, 40.73950958):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98461151, 40.75901794)", ,18.36000,26.780, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97251892, 40.74094772)', '(-73.95991516, 40.68838882)', '(-73.92861938, 40.68505859)', '(-73.96118927, 40.76182556)', '(-73.90795898, 40.77093887)', '(-73.75421143, 40.68016815)', '(-73.95606995, 40.76768112)', '(-73.95097351, 40.68547821)', '(-73.92951965, 40.80950928)', '(-73.95168304, 40.77794266)', '(-73.94582367, 40.81130219)']"
"(-73.785924, 40.645134)","(-73.98461151, 40.76702118)","(-73.98364258, 40.76573944)",18.37000,26.930,18.40000,27.510,31.83500,27.410,Matched
"(-73.785924, 40.645134)","(-73.98461914, 40.67801285)","(-73.96875763, 40.67354965)",13.09000,20.820,12.98000,19.690,23.39000,20.650,Matched
"(-73.785924, 40.645134)","(-73.98461914, 40.7673912)", ,18.38000,26.960, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79581451, 40.67190933)', '(-73.8571701, 40.72471619)', '(-73.97538757, 40.75734711)', '(-73.96977997, 40.75291061)', '(-73.97280121, 40.74670792)', '(-73.94049835, 40.75202179)', '(-73.97612762, 40.74866486)', '(-73.8985672, 40.66343307)', '(-73.88526917, 40.6673584)', '(-73.95222473, 40.7805748)', '(-73.8897171, 40.62928009)', '(-73.7859726, 40.70344162)', '(-73.94856262, 40.78211594)', '(-73.97354126, 40.75030518)', '(-73.93419647, 40.75376892)', '(-73.95801544, 40.71894836)']"
"(-73.785924, 40.645134)","(-73.98461914, 40.76846695)", ,18.51000,28.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.90244293, 40.64042664)']"
"(-73.785924, 40.645134)","(-73.98461914, 40.77499008)", ,18.81000,27.950, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9545517, 40.76584625)', '(-73.86100769, 40.73316574)', '(-73.95402527, 40.77468872)', '(-73.96453094, 40.75753021)', '(-73.94735718, 40.78366852)', '(-73.87028503, 40.74834061)', '(-73.83634949, 40.71923065)', '(-73.88359833, 40.75188065)', '(-73.78959656, 40.64277267)', '(-73.9521637, 40.70787811)', '(-73.88235474, 40.64957809)']"
"(-73.785924, 40.645134)","(-73.98462677, 40.74951553)", ,17.62000,25.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91638184, 40.76677322)', '(-73.93654633, 40.81569672)', '(-73.97351074, 40.75155258)']"
"(-73.785924, 40.645134)","(-73.98462677, 40.76021194)", ,18.53000,26.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93975067, 40.66677856)']"
"(-73.785924, 40.645134)","(-73.98462677, 40.76084137)", ,18.50000,26.660, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95932007, 40.76665878)', '(-73.95896149, 40.76340103)', '(-73.92163086, 40.83924103)', '(-73.9464798, 40.68436432)', '(-73.94635773, 40.71576309)', '(-73.8711853, 40.77416229)', '(-73.953125, 40.67655563)', '(-73.96156311, 40.76467133)', '(-73.79515839, 40.64460373)', '(-73.94872284, 40.77753067)', '(-73.97631836, 40.75165558)', '(-73.9484024, 40.77558517)', '(-73.95366669, 40.72483444)', '(-73.80037689, 40.72812271)']"
"(-73.785924, 40.645134)","(-73.98462677, 40.76691055)","(-73.98345184, 40.76440811)",18.58000,27.810,18.58000,27.630,32.48500,28.170,Matched
"(-73.785924, 40.645134)","(-73.9846344, 40.66247559)", ,13.70000,21.270, , ,,,"(-73.9846344, 40.66247559):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9846344, 40.72574615)", ,14.96000,26.100, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95303345, 40.71141815)']"
"(-73.785924, 40.645134)","(-73.98464203, 40.67121887)", ,13.47000,22.250, , ,,,"(-73.98464203, 40.67121887):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98464203, 40.70325851)", ,13.72000,22.360, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87252808, 40.77447128)', '(-73.96414948, 40.71953201)', '(-73.93955231, 40.69870377)', '(-73.95858002, 40.67363358)', '(-73.95706177, 40.68700027)']"
"(-73.785924, 40.645134)","(-73.98464203, 40.73683929)","(-73.95637512, 40.7748642)",18.11000,27.190,18.26000,26.900,31.70500,30.220,Matched
"(-73.785924, 40.645134)","(-73.98464203, 40.76972961)", ,18.39000,27.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96000671, 40.77378082)', '(-73.95404053, 40.76684189)', '(-73.94865417, 40.77413559)', '(-73.90474701, 40.77205658)', '(-73.97728729, 40.75163651)', '(-73.90383148, 40.75101471)', '(-73.94876099, 40.80746841)', '(-73.95011902, 40.67337036)', '(-73.73010254, 40.66532516)', '(-73.87093353, 40.77396774)', '(-73.77642822, 40.64551163)', '(-73.96537781, 40.76913071)', '(-73.89710999, 40.67704391)', '(-73.80903625, 40.67497253)']"
"(-73.785924, 40.645134)","(-73.98465729, 40.76995087)","(-73.95399475, 40.77552795)",18.92000,28.720,18.44000,27.450,32.80000,30.080,Matched
"(-73.785924, 40.645134)","(-73.98465729, 40.77817154)","(-73.95613098, 40.73075104)",19.21000,28.920,13.83000,22.400,28.29000,28.260,Matched
"(-73.785924, 40.645134)","(-73.98466492, 40.7658577)", ,18.43000,27.640, , ,,,"(-73.98466492, 40.7658577): D2: (-73.96906281, 40.78525543)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98467255, 40.73670197)","(-73.93789673, 40.67903137)",18.17000,27.220,10.43000,16.450,24.04000,22.730,Matched
"(-73.785924, 40.645134)","(-73.98468018, 40.70190048)", ,13.63000,22.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85675812, 40.71683502)', '(-73.73189545, 40.68349838)']"
"(-73.785924, 40.645134)","(-73.98468018, 40.74919891)","(-73.98083496, 40.73943329)",17.61000,24.970,17.76000,25.860,30.09500,26.490,Matched
"(-73.785924, 40.645134)","(-73.98468781, 40.75911331)", ,18.35000,26.760, , ,,,"(-73.98468781, 40.75911331):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98468781, 40.7686615)", ,18.50000,28.000, , ,,,"(-73.98468781, 40.7686615):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98469543, 40.72421646)","(-73.96572876, 40.68748856)",14.65000,25.020,12.04000,18.680,24.55000,23.370,Matched
"(-73.785924, 40.645134)","(-73.98469543, 40.74415207)", ,17.75000,25.770, , ,,,"(-73.98469543, 40.74415207):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98469543, 40.745327)","(-73.97692871, 40.74781036)",17.85000,26.170,17.11000,23.610,30.19500,24.260,Matched
"(-73.785924, 40.645134)","(-73.98469543, 40.75097275)", ,17.57000,24.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80113983, 40.64646149)', '(-73.92430115, 40.68178177)', '(-73.93959808, 40.75173187)']"
"(-73.785924, 40.645134)","(-73.98469543, 40.75268173)", ,17.73000,25.550, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7935791, 40.65752029)']"
"(-73.785924, 40.645134)","(-73.98469543, 40.76303482)", ,18.80000,27.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80309296, 40.6606102)', '(-73.84378815, 40.67240524)', '(-73.88269043, 40.66389847)', '(-73.83350372, 40.67702484)', '(-73.97736359, 40.76446152)', '(-73.72235107, 40.66312027)', '(-73.79750824, 40.64490891)', '(-73.96726227, 40.75585175)', '(-73.971138, 40.74935913)', '(-73.97106934, 40.76434708)', '(-73.97857666, 40.76320648)', '(-73.95811462, 40.78236008)', '(-73.94866943, 40.80409241)', '(-73.78204346, 40.64476395)', '(-73.95482635, 40.71790695)', '(-73.93588257, 40.81203461)', '(-73.97331238, 40.7601738)']"
"(-73.785924, 40.645134)","(-73.98469543, 40.76835251)", ,18.51000,28.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95088959, 40.79249191)']"
"(-73.785924, 40.645134)","(-73.98469543, 40.7686882)", ,18.50000,28.000, , ,,,"(-73.98469543, 40.7686882):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98470306, 40.76434326)", ,18.49000,27.380, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.90497589, 40.70333862)', '(-73.89485168, 40.73696136)', '(-73.95905304, 40.76410294)', '(-73.9568634, 40.78499603)']"
"(-73.785924, 40.645134)","(-73.98470306, 40.76845932)","(-73.97159576, 40.75298309)",18.51000,28.020,17.60000,24.710,31.61000,26.410,Matched
"(-73.785924, 40.645134)","(-73.98470306, 40.76867294)", ,18.50000,28.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.92867279, 40.68418121)', '(-73.94326782, 40.80104828)', '(-73.852005, 40.72877884)', '(-73.94065094, 40.79152679)']"
"(-73.785924, 40.645134)","(-73.98470306, 40.77954102)", ,19.25000,28.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.84050751, 40.93030167)', '(-73.95106506, 40.77511215)']"
"(-73.785924, 40.645134)","(-73.98471069, 40.73322296)","(-73.84651184, 40.66245651)",18.22000,27.320,5.54000,9.100,19.20000,20.490,Matched
"(-73.785924, 40.645134)","(-73.98471069, 40.75102615)", ,17.58000,24.590, , ,,,"(-73.98471069, 40.75102615):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98471069, 40.76182175)","(-73.96255493, 40.7100296)",18.74000,27.290,12.84000,20.380,26.48500,26.740,Matched
"(-73.785924, 40.645134)","(-73.98471832, 40.76091385)","(-73.97748566, 40.75159454)",18.50000,26.670,17.51000,24.640,30.84500,26.140,Matched
"(-73.785924, 40.645134)","(-73.98473358, 40.7297287)","(-73.97742462, 40.7234993)",15.15000,26.810,14.93000,26.060,28.33500,27.100,Matched
"(-73.785924, 40.645134)","(-73.98473358, 40.74704361)", ,17.77000,25.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97501373, 40.75545502)', '(-73.94883728, 40.69380569)', '(-73.85317993, 40.7536087)', '(-73.94039154, 40.74938965)', '(-73.86177826, 40.73535156)', '(-73.87722778, 40.75752258)', '(-73.95211029, 40.78226852)', '(-73.78494263, 40.64851761)', '(-73.91802979, 40.8432312)']"
"(-73.785924, 40.645134)","(-73.98473358, 40.76937866)","(-73.97829437, 40.76202774)",18.42000,27.700,18.55000,26.960,32.27000,28.510,Matched
"(-73.785924, 40.645134)","(-73.98474121, 40.6844635)", ,12.81000,20.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78499603, 41.01886368)', '(-73.92537689, 40.63259888)', '(-73.94500732, 40.66779709)', '(-73.96320343, 40.68178177)']"
"(-73.785924, 40.645134)","(-73.98474121, 40.75938034)", ,18.36000,26.680, , ,,,"(-73.98474121, 40.75938034):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98474884, 40.71154785)", ,15.07000,26.350, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85519409, 40.71870041)', '(-73.73982239, 40.72922134)']"
"(-73.785924, 40.645134)","(-73.98474884, 40.73216629)", ,18.27000,27.560, , ,,,"(-73.98474884, 40.73216629): D2: (-73.91756439, 40.63946533)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98474884, 40.75784302)", ,18.21000,25.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9615097, 40.75682831)', '(-73.90072632, 40.87332535)', '(-73.95877838, 40.76403046)', '(-73.93477631, 40.8009491)', '(-73.86701965, 40.76743698)', '(-73.79940033, 40.66739655)']"
"(-73.785924, 40.645134)","(-73.98475647, 40.70215607)", ,13.64000,22.060, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82892609, 40.71198654)', '(-73.91404724, 40.6727562)', '(-73.75731659, 40.7303009)']"
"(-73.785924, 40.645134)","(-73.98475647, 40.76111984)","(-73.98434448, 40.76054382)",18.51000,26.690,18.47000,26.590,31.81500,26.990,Matched
"(-73.785924, 40.645134)","(-73.98475647, 40.76851654)", ,18.50000,28.010, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96954346, 40.76512527)', '(-73.97074127, 40.75093842)', '(-73.98049927, 40.7639389)', '(-73.96388245, 40.70949554)', '(-73.89317322, 40.70228577)', '(-73.96476746, 40.77010727)']"
"(-73.785924, 40.645134)","(-73.9847641, 40.68850708)", ,12.90000,20.430, , ,,,"(-73.9847641, 40.68850708):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9847641, 40.71985626)","(-73.95388794, 40.6641922)",14.21000,23.220,11.40000,17.680,23.01000,23.480,Matched
"(-73.785924, 40.645134)","(-73.9847641, 40.7324295)","(-73.83958435, 40.68797684)",18.24000,27.360,6.53000,10.950,20.21000,21.630,Matched
"(-73.785924, 40.645134)","(-73.9847641, 40.76416016)", ,18.48000,27.310, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89004517, 40.75008392)', '(-73.98197937, 40.7646637)', '(-73.9783783, 40.76240158)', '(-73.97962189, 40.76609802)', '(-73.95935059, 40.78268814)', '(-73.98078156, 40.76466751)', '(-73.9650116, 40.71453857)', '(-73.8671875, 40.76881027)', '(-73.95200348, 40.78081131)', '(-73.95523071, 40.72087479)', '(-73.9622879, 40.77479935)', '(-73.97748566, 40.75159454)', '(-73.96157837, 40.71843338)', '(-73.8238678, 40.77236557)', '(-73.8438797, 40.6910553)', '(-73.91578674, 40.70219421)']"
"(-73.785924, 40.645134)","(-73.98477173, 40.65979767)", ,13.42000,20.790, , ,,,"(-73.98477173, 40.65979767):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98477173, 40.76131821)","(-73.97972107, 40.7466011)",18.52000,26.700,17.33000,24.290,30.68000,26.040,Matched
