source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.98477173, 40.76433945)", ,18.49000,27.380, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77166748, 40.71585464)', '(-73.78343201, 40.76423645)', '(-73.9566803, 40.73005295)', '(-73.78417969, 40.76366425)', '(-73.85607147, 40.66153717)', '(-73.85601044, 40.66142273)', '(-73.91950226, 40.70640564)', '(-73.9394989, 40.66228485)', '(-73.83117676, 40.76063919)', '(-73.940979, 40.70443344)', '(-73.95429993, 40.73162842)', '(-73.94496155, 40.77761078)', '(-73.96252441, 40.77310181)', '(-73.83141327, 40.71300888)']"
"(-73.785924, 40.645134)","(-73.98477936, 40.74440002)","(-73.97491455, 40.74446869)",17.76000,25.810,17.32000,24.340,30.22500,25.100,Matched
"(-73.785924, 40.645134)","(-73.98478699, 40.68452072)", ,12.82000,20.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8638916, 40.72960281)']"
"(-73.785924, 40.645134)","(-73.98478699, 40.7751503)", ,18.83000,27.980, , ,,,"(-73.98478699, 40.7751503):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98479462, 40.71749115)","(-73.95039368, 40.66629028)",14.02000,22.610,11.34000,18.190,22.64500,23.790,Matched
"(-73.785924, 40.645134)","(-73.98479462, 40.76837921)", ,18.50000,28.020, , ,,,"(-73.98479462, 40.76837921):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98479462, 40.76845551)", ,18.50000,28.010, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95188904, 40.77713776)', '(-73.98187256, 40.76473618)', '(-73.92791748, 40.7026329)', '(-73.7835083, 40.64375305)', '(-73.79650116, 40.78275681)', '(-73.77631378, 40.64569855)', '(-73.9536438, 40.77787399)', '(-73.79102325, 40.64435959)', '(-73.92097473, 40.8339653)', '(-73.83226776, 40.71710205)', '(-73.97323608, 40.75544357)', '(-73.90029907, 40.72702408)', '(-73.97046661, 40.7509346)', '(-73.76789856, 40.66072845)', '(-73.97779846, 40.7649765)', '(-73.8500824, 40.72359467)']"
"(-73.785924, 40.645134)","(-73.98479462, 40.78076935)","(-73.95029449, 40.77987671)",19.37000,29.350,19.24000,27.510,33.91500,31.030,Matched
"(-73.785924, 40.645134)","(-73.98480225, 40.68847656)","(-73.96350861, 40.64126968)",12.90000,20.430,12.42000,19.630,22.63500,23.530,Matched
"(-73.785924, 40.645134)","(-73.98480225, 40.73862076)", ,17.97000,26.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.953125, 40.65714645)', '(-73.88105011, 40.72721863)', '(-73.95278168, 40.76900101)', '(-73.8126297, 40.71932602)']"
"(-73.785924, 40.645134)","(-73.98480225, 40.7460289)","(-73.97987366, 40.73920059)",17.72000,25.650,18.25000,26.400,30.54500,27.120,Matched
"(-73.785924, 40.645134)","(-73.98480225, 40.76823425)","(-73.94700623, 40.81413269)",18.51000,28.040,18.70000,27.120,32.53000,32.000,Matched
"(-73.785924, 40.645134)","(-73.98480988, 40.72805405)", ,15.00000,26.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77677917, 40.6458931)', '(-73.94901276, 40.70680618)', '(-73.82070923, 40.66796112)', '(-73.94898224, 40.72616959)', '(-73.95365906, 40.68228912)']"
"(-73.785924, 40.645134)","(-73.98480988, 40.74603271)", ,17.72000,25.650, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97187042, 40.74533844)', '(-73.98292542, 40.74121094)', '(-73.96234131, 40.76313782)', '(-73.97957611, 40.74067307)', '(-73.97789764, 40.74819565)', '(-73.96649933, 40.75738525)', '(-73.87847137, 40.75935364)', '(-73.84848785, 40.72325897)', '(-73.84687042, 40.737957)', '(-73.95452118, 40.7167778)', '(-73.95056152, 40.78586578)']"
"(-73.785924, 40.645134)","(-73.98480988, 40.7596817)","(-73.9593811, 40.76676941)",18.57000,27.080,17.68000,26.230,31.22000,28.810,Matched
"(-73.785924, 40.645134)","(-73.9848175, 40.66763306)", ,14.57000,22.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.97743988, 40.66575241)', '(-73.90486908, 40.6911087)', '(-73.85023499, 40.72083664)', '(-73.95729065, 40.67023468)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.9848175, 40.73797607)","(-73.95614624, 40.67308807)",18.10000,27.040,11.53000,18.510,25.05000,24.670,Matched
"(-73.785924, 40.645134)","(-73.9848175, 40.7518158)", ,17.79000,25.310, , ,,,"(-73.9848175, 40.7518158):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.9848175, 40.76172256)", ,18.74000,27.290, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97978973, 40.76176071)', '(-73.94454193, 40.68318939)', '(-73.84494781, 40.72901154)']"
"(-73.785924, 40.645134)","(-73.9848175, 40.77938843)", ,19.24000,28.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93940735, 40.6745491)', '(-73.9509964, 40.77058029)', '(-73.96593475, 40.77032852)', '(-73.91581726, 40.74349976)', '(-73.91651917, 40.77305222)', '(-73.92102814, 40.84563065)', '(-73.97079468, 40.76689911)', '(-73.9744339, 40.78335953)', '(-73.98139954, 40.78057098)', '(-73.97890472, 40.7767067)']"
"(-73.785924, 40.645134)","(-73.98482513, 40.69668961)", ,13.41000,20.940, , ,,,"(-73.98482513, 40.69668961):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98482513, 40.75901031)","(-73.98468781, 40.75911331)",18.36000,26.790,18.35000,26.760,31.74500,27.390,Matched
"(-73.785924, 40.645134)","(-73.98482513, 40.76868057)","(-73.98469543, 40.7686882)",18.46000,27.770,18.50000,28.000,32.34500,27.810,Matched
"(-73.785924, 40.645134)","(-73.98483276, 40.74225998)","(-73.98029327, 40.73241425)",17.83000,26.040,18.35000,27.750,30.85000,27.070,Matched
"(-73.785924, 40.645134)","(-73.98483276, 40.75892639)", ,18.37000,26.810, , ,,,"(-73.98483276, 40.75892639): D2: (-73.93495178, 40.79814911)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98484039, 40.66681671)","(-73.98090363, 40.66147614)",14.06000,22.350,13.25000,20.720,24.42500,21.410,Matched
"(-73.785924, 40.645134)","(-73.98484039, 40.76588821)", ,18.44000,27.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85990143, 40.67806244)', '(-73.97412109, 40.75629807)', '(-73.91861725, 40.80635834)', '(-73.94113159, 40.80767822)', '(-73.9619751, 40.75589752)', '(-73.80184937, 40.65847015)', '(-73.91551208, 40.76070786)', '(-73.95144653, 40.74137878)', '(-73.78650665, 40.66767883)', '(-73.97794342, 40.74981308)', '(-73.93580627, 40.67856979)', '(-73.92858887, 40.70542908)', '(-73.92188263, 40.68283844)', '(-73.9464798, 40.71680069)', '(-73.91320038, 40.74720001)', '(-73.92471313, 40.76427841)']"
"(-73.785924, 40.645134)","(-73.98484802, 40.73796844)", ,18.10000,27.050, , ,,,"(-73.98484802, 40.73796844):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98484802, 40.75124741)", ,17.59000,24.610, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77631378, 40.64569855)', '(-73.9536438, 40.77787399)', '(-73.79102325, 40.64435959)', '(-73.92097473, 40.8339653)', '(-73.83226776, 40.71710205)', '(-73.97323608, 40.75544357)', '(-73.90029907, 40.72702408)', '(-73.97046661, 40.7509346)', '(-73.76789856, 40.66072845)', '(-73.8500824, 40.72359467)']"
"(-73.785924, 40.645134)","(-73.98484802, 40.77915573)","(-73.94754028, 40.71324539)",19.22000,28.830,12.17000,19.380,26.58500,26.170,Matched
"(-73.785924, 40.645134)","(-73.98485565, 40.73881531)","(-73.98453522, 40.73873138)",17.96000,26.690,17.98000,26.750,31.30500,26.710,Matched
"(-73.785924, 40.645134)","(-73.98485565, 40.76086044)", ,18.51000,26.680, , ,,,"(-73.98485565, 40.76086044):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98486328, 40.72885513)", ,15.46000,27.770, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7479248, 40.70240784)', '(-73.87200928, 40.7745018)', '(-73.94418335, 40.6779213)', '(-73.94760132, 40.7753067)', '(-73.86627197, 40.76973343)', '(-73.78347778, 40.64401627)', '(-73.90976715, 40.77542877)', '(-73.77851868, 40.64532852)', '(-73.91871643, 40.7694397)', '(-73.96226501, 40.71616364)', '(-73.94784546, 40.77443314)']"
"(-73.785924, 40.645134)","(-73.98486328, 40.7687912)", ,18.45000,27.760, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95937347, 40.79813766)', '(-73.93975067, 40.66677856)']"
"(-73.785924, 40.645134)","(-73.98486328, 40.76962662)","(-73.97160339, 40.75710678)",18.40000,27.690,17.87000,25.520,31.71500,27.220,Matched
"(-73.785924, 40.645134)","(-73.98487091, 40.76937866)","(-73.97455597, 40.7798233)",18.43000,27.780,19.07000,28.880,32.32000,29.240,Matched
"(-73.785924, 40.645134)","(-73.98487854, 40.72171783)", ,14.46000,24.180, , ,,,"(-73.98487854, 40.72171783):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98487854, 40.76049423)","(-73.98164368, 40.7577095)",18.51000,26.850,18.16000,26.470,31.58500,27.120,Matched
"(-73.785924, 40.645134)","(-73.98487854, 40.7816658)", ,19.46000,29.570, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95954895, 40.80134964)', '(-73.86282349, 40.7389183)', '(-73.96661377, 40.76689148)', '(-73.96974945, 40.75535965)', '(-73.95336151, 40.77774048)', '(-73.97425079, 40.7888298)', '(-73.87939453, 40.76190567)', '(-73.8212204, 40.70468903)']"
"(-73.785924, 40.645134)","(-73.98488617, 40.68535614)", ,12.99000,21.340, , ,,,"(-73.98488617, 40.68535614):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98488617, 40.74428558)","(-73.94897461, 40.77930832)",17.76000,25.810,19.30000,27.940,30.66500,29.480,Matched
"(-73.785924, 40.645134)","(-73.98488617, 40.75195313)", ,17.79000,25.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.72776794, 40.67670822)', '(-73.78463745, 40.74103928)', '(-73.83287811, 40.72714233)', '(-73.82482147, 40.73115921)', '(-73.81962585, 40.71257782)', '(-73.9568634, 40.77767181)', '(-73.86180878, 40.76847458)', '(-73.94971466, 40.71640778)', '(-73.9691391, 40.75909042)', '(-73.78878784, 40.64218903)', '(-73.95259857, 40.7816925)', '(-73.94025421, 40.72308731)', '(-73.97084045, 40.75368881)', '(-73.9495163, 40.77439499)', '(-73.96047211, 40.68812943)', '(-73.83914185, 40.66523361)', '(-73.97491455, 40.74446869)', '(-73.89097595, 40.67889404)', '(-73.97936249, 40.73735809)']"
"(-73.785924, 40.645134)","(-73.98488617, 40.76137543)", ,18.75000,27.300, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80309296, 40.6606102)', '(-73.84378815, 40.67240524)', '(-73.88269043, 40.66389847)', '(-73.83350372, 40.67702484)', '(-73.97736359, 40.76446152)', '(-73.72235107, 40.66312027)', '(-73.79750824, 40.64490891)', '(-73.96726227, 40.75585175)', '(-73.971138, 40.74935913)', '(-73.97106934, 40.76434708)', '(-73.97857666, 40.76320648)', '(-73.95811462, 40.78236008)', '(-73.94866943, 40.80409241)', '(-73.78204346, 40.64476395)', '(-73.95482635, 40.71790695)', '(-73.93588257, 40.81203461)', '(-73.97331238, 40.7601738)']"
"(-73.785924, 40.645134)","(-73.98488617, 40.76815414)", ,18.51000,28.030, , ,,,"(-73.98488617, 40.76815414):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.9848938, 40.72801971)", ,15.00000,26.170, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95928955, 40.76670837)', '(-73.90808105, 40.76062012)', '(-73.95197296, 40.75105667)', '(-73.78899384, 40.64161682)', '(-73.92464447, 40.77403259)', '(-73.94837952, 40.77896118)']"
"(-73.785924, 40.645134)","(-73.9848938, 40.76780319)", ,18.40000,27.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87641144, 40.76888657)', '(-73.95159912, 40.72518158)', '(-73.96392059, 40.75692749)', '(-73.90261841, 40.70728302)', '(-73.90973663, 40.76758575)', '(-73.79258728, 40.64500046)', '(-73.88396454, 40.6475563)', '(-73.74191284, 40.67533875)', '(-73.95941925, 40.79912567)', '(-73.90721893, 40.69271088)', '(-73.95182037, 40.71553802)', '(-73.94037628, 40.81637573)', '(-73.92935944, 40.68719482)']"
"(-73.785924, 40.645134)","(-73.98490143, 40.7274437)", ,14.98000,26.190, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94898224, 40.67163467)', '(-73.9434967, 40.70867157)', '(-73.96809387, 40.75248337)', '(-73.79393005, 40.66719818)', '(-73.90888214, 40.67737579)', '(-73.84390259, 40.67215347)', '(-73.95396423, 40.7661438)']"
"(-73.785924, 40.645134)","(-73.98490143, 40.72806168)", ,15.00000,26.180, , ,,,"(-73.98490143, 40.72806168):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98490143, 40.74816895)", ,17.66000,25.080, , ,,,"(-73.98490143, 40.74816895):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98490143, 40.75585938)","(-73.97398376, 40.74799728)",18.05000,26.100,17.34000,24.790,30.39000,26.000,Matched
"(-73.785924, 40.645134)","(-73.98490143, 40.75912857)", ,18.36000,26.780, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79582214, 40.66770935)', '(-73.97583771, 40.76557922)', '(-73.81552887, 40.69569016)', '(-73.90870667, 40.65465164)', '(-73.74030304, 40.72336197)', '(-73.96396637, 40.77442169)', '(-73.97707367, 40.75141144)']"
"(-73.785924, 40.645134)","(-73.98490143, 40.76054001)", ,18.51000,26.840, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96504211, 40.75928879)', '(-73.87309265, 40.71472168)', '(-73.74053192, 40.69049072)', '(-73.90345764, 40.70031738)', '(-73.92902374, 40.68307877)', '(-73.98262787, 40.76144028)', '(-73.9810257, 40.76522064)', '(-73.8342514, 40.69916916)', '(-73.97471619, 40.75911331)', '(-73.91762543, 40.76078796)', '(-73.86186218, 40.76729202)']"
"(-73.785924, 40.645134)","(-73.98490906, 40.74753571)","(-73.91676331, 40.63637924)",17.67000,25.450,10.21000,15.360,22.93500,27.870,Matched
"(-73.785924, 40.645134)","(-73.98490906, 40.77962112)","(-73.98092651, 40.77077103)",19.25000,28.880,18.40000,27.340,32.84000,28.320,Matched
"(-73.785924, 40.645134)","(-73.98491669, 40.6628685)", ,13.69000,21.170, , ,,,"(-73.98491669, 40.6628685):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98491669, 40.73230743)","(-73.97792816, 40.71340942)",18.25000,27.520,15.05000,26.220,28.81000,28.320,Matched
"(-73.785924, 40.645134)","(-73.98491669, 40.75962067)", ,18.57000,27.100, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78891754, 40.64700317)', '(-73.96512604, 40.76260757)', '(-73.95343018, 40.76732254)', '(-73.71311188, 40.75072479)', '(-73.78488159, 40.69061661)', '(-73.94728088, 40.77435684)', '(-73.95813751, 40.77632523)', '(-73.78884888, 40.64210129)', '(-73.81407928, 40.73456955)', '(-73.91527557, 40.74138641)', '(-73.95052338, 40.74279785)', '(-73.95956421, 40.76437759)', '(-73.92501068, 40.75833893)', '(-73.96147919, 40.7644577)', '(-73.97441101, 40.75627899)', '(-73.94400787, 40.77791977)', '(-73.94577026, 40.78371811)']"
"(-73.785924, 40.645134)","(-73.98491669, 40.76139832)", ,18.75000,27.300, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94969177, 40.67258835)', '(-73.97885895, 40.76197815)', '(-73.79804993, 40.79271698)', '(-73.80113983, 40.64646149)', '(-73.9804306, 40.76514816)', '(-73.92430115, 40.68178177)', '(-73.93959808, 40.75173187)']"
"(-73.785924, 40.645134)","(-73.98491669, 40.76226425)", ,18.52000,27.660, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97811127, 40.76241302)', '(-73.7940979, 40.78118134)', '(-73.97863007, 40.74771881)', '(-73.77037811, 40.66637802)', '(-73.97570801, 40.75590897)', '(-73.78105927, 40.6465683)', '(-73.94734955, 40.77930069)', '(-73.94015503, 40.75074387)', '(-73.97268677, 40.74833679)']"
"(-73.785924, 40.645134)","(-73.98492432, 40.7348175)", ,18.18000,27.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96282959, 40.71015167)', '(-73.94226074, 40.75654602)', '(-73.90645599, 40.77577591)', '(-73.81484222, 40.76452637)', '(-73.94969177, 40.68122101)', '(-73.80686951, 40.66592026)', '(-73.79481506, 40.6676712)', '(-73.95682526, 40.77427292)', '(-73.87050629, 40.77371216)']"
"(-73.785924, 40.645134)","(-73.98492432, 40.75920868)", ,18.36000,26.690, , ,,,"(-73.98492432, 40.75920868):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98492432, 40.76850128)","(-73.97518158, 40.75600052)",18.49000,27.980,18.02000,25.920,32.01000,27.270,Matched
"(-73.785924, 40.645134)","(-73.98492432, 40.76876068)","(-73.96787262, 40.78738022)",18.46000,27.770,19.64000,29.960,32.34500,29.550,Matched
"(-73.785924, 40.645134)","(-73.98492432, 40.77719879)", ,18.99000,28.980, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.943367, 40.77693939)', '(-73.9588623, 40.79003525)', '(-73.95262909, 40.76522064)', '(-73.95652771, 40.74766541)', '(-73.70884705, 40.7360611)']"
"(-73.785924, 40.645134)","(-73.98493195, 40.66082001)", ,13.51000,21.070, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96789551, 40.67938614)', '(-73.84281158, 40.71782303)', '(-73.79592133, 40.72431183)', '(-73.94321442, 40.70752335)', '(-73.9474411, 40.71206284)']"
"(-73.785924, 40.645134)","(-73.98493195, 40.7306366)","(-73.97893524, 40.72393036)",15.45000,28.040,14.73000,25.420,28.75000,26.170,Matched
"(-73.785924, 40.645134)","(-73.98493195, 40.73485184)","(-73.94821167, 40.72278595)",18.18000,27.190,12.65000,21.110,26.24500,25.470,Matched
"(-73.785924, 40.645134)","(-73.98493195, 40.74850082)", ,17.65000,25.100, , ,,,"(-73.98493195, 40.74850082): D2: (-73.978302, 40.74489975)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98493195, 40.76850128)","(-73.97917175, 40.77187347)",18.49000,27.980,18.46000,27.330,32.45000,27.860,Matched
"(-73.785924, 40.645134)","(-73.98493958, 40.66067886)", ,13.51000,21.060, , ,,,"(-73.98493958, 40.66067886):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98493958, 40.69289017)", ,13.33000,21.100, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94226837, 40.70667648)']"
"(-73.785924, 40.645134)","(-73.98493958, 40.69797516)", ,13.43000,21.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94273376, 40.69216156)', '(-73.88323212, 40.75370789)']"
"(-73.785924, 40.645134)","(-73.98493958, 40.76126099)","(-73.97942352, 40.75031281)",18.53000,26.710,17.41000,24.590,30.76500,26.060,Matched
"(-73.785924, 40.645134)","(-73.9849472, 40.68664551)", ,12.82000,20.700, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79581451, 40.67190933)', '(-73.8571701, 40.72471619)', '(-73.95888519, 40.68300629)', '(-73.94049835, 40.75202179)', '(-73.8985672, 40.66343307)', '(-73.88526917, 40.6673584)', '(-73.8897171, 40.62928009)', '(-73.95381165, 40.67430115)', '(-73.96258545, 40.69010544)', '(-73.7859726, 40.70344162)', '(-73.96750641, 40.68686676)', '(-73.93419647, 40.75376892)', '(-73.95801544, 40.71894836)']"
