source_coords,dest1_coords,dest2_coords,ret_angle,source_D1_distance(in miles),source_D1_time(in minutes),source_D1_avg_speed(per minute),original_cost$2,original_cost$2.5,original_cost$3,original_cost$4,original_accepted_delay,D1_D2_distance(in miles),D1_D2_time(in minutes),D1_D2_avg_speed(per minute),D1_D2_cost$2,D1_D2_cost$2.5,D1_D2_cost$3,D1_D2_cost$4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97743225, 40.76274872)",177.36,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.87,9.07,0.43,7.74,9.675,11.61,15.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97612762, 40.74866486)",172.32,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.33,5.86,0.4,4.66,5.825,6.99,9.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98041534, 40.67469788)",131.33,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.2,15.43,0.47,14.4,18.0,21.6,28.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.76940918, 40.71809387)",6.54,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.27,19.57,0.63,24.54,30.674999999999997,36.81,49.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96781158, 40.68730164)",115.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.09,12.29,0.41,10.18,12.725,15.27,20.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95222473, 40.7805748)",75.01,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.64,10.96,0.42,9.28,11.6,13.919999999999998,18.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99266815, 40.75102234)",172.74,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.3,8.39,0.39,6.6,8.25,9.899999999999999,13.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9563446, 40.7205658)",80.88,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.48,6.8,0.37,4.96,6.2,7.4399999999999995,9.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9772644, 40.73493195)",161.93,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.27,8.48,0.39,6.54,8.175,9.81,13.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.983284, 40.72217178)",156.71,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.91,11.5,0.43,9.82,12.275,14.73,19.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78211212, 40.66640854)",1.65,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,13.84,20.48,0.68,27.68,34.6,41.519999999999996,55.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.87245178, 40.77447128)",14.21,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.9,12.04,0.49,11.8,14.75,17.700000000000003,23.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9993515, 40.67995453)",147.73,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.2,17.17,0.48,16.4,20.5,24.599999999999998,32.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95851898, 40.76155853)",127.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.24,7.6,0.43,6.48,8.100000000000001,9.72,12.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96736145, 40.67744064)",110.81,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.96,13.97,0.43,11.92,14.9,17.88,23.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78183746, 40.64468384)",0.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.13,22.03,0.69,30.26,37.825,45.39,60.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.73722839, 40.67814255)",3.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.96,24.13,0.62,29.92,37.400000000000006,44.88,59.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90180969, 40.77310562)",16.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.07,9.81,0.42,8.14,10.175,12.21,16.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00702667, 40.70524597)",158.19,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.69,14.58,0.46,13.38,16.725,20.07,26.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95182037, 40.80408478)",82.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.22,14.27,0.51,14.44,18.05,21.66,28.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95095825, 40.76092529)",44.5,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.39,8.1,0.29,4.78,5.9750000000000005,7.17,9.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78902435, 40.64163208)",0.96,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.79,21.37,0.69,29.58,36.974999999999994,44.37,59.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96846008, 40.76071167)",171.63,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.29,7.46,0.44,6.58,8.225,9.870000000000001,13.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.80184937, 40.65847015)",0.07,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,13.49,20.8,0.65,26.98,33.725,40.47,53.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90742493, 40.76093292)",13.53,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.23,9.24,0.35,6.46,8.075,9.69,12.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.73480988, 40.69567108)",5.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.48,23.32,0.66,30.96,38.7,46.44,61.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98027039, 40.67298889)",130.5,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.35,15.88,0.46,14.7,18.375,22.049999999999997,29.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92281342, 40.69951248)",12.39,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.59,11.45,0.4,9.18,11.475,13.77,18.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00016022, 40.72860336)",164.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.51,12.77,0.35,9.02,11.274999999999999,13.53,18.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99302673, 40.75664902)",175.14,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.58,9.43,0.38,7.16,8.95,10.74,14.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95088196, 40.72908783)",33.1,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,1.53,4.35,0.35,3.06,3.825,4.59,6.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00456238, 40.71711731)",161.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.01,14.69,0.34,10.02,12.524999999999999,15.03,20.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98203278, 40.77662659)",171.35,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.73,10.4,0.45,9.46,11.825000000000001,14.190000000000001,18.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91549683, 40.7748642)",19.71,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.48,8.35,0.42,6.96,8.7,10.44,13.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99345398, 40.69762421)",150.83,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.96,13.1,0.46,11.92,14.9,17.88,23.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00622559, 40.70946503)",159.27,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.65,14.51,0.46,13.3,16.625,19.950000000000003,26.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96977997, 40.75291061)",177.92,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.15,7.97,0.39,6.3,7.875,9.45,12.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95037079, 40.77156448)",57.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.02,9.18,0.44,8.04,10.049999999999999,12.059999999999999,16.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.0149765, 40.70796967)",160.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.54,15.46,0.49,15.08,18.85,22.62,30.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98461914, 40.7673912)",177.75,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.25,9.35,0.45,8.5,10.625,12.75,17.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98688507, 40.7296524)",162.08,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.59,9.48,0.38,7.18,8.975,10.77,14.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9450531, 40.78351974)",50.8,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.13,9.54,0.54,10.26,12.825,15.39,20.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95905304, 40.65655136)",87.18,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.34,16.36,0.45,14.68,18.35,22.02,29.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.87116241, 40.77359772)",13.97,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.95,13.33,0.45,11.9,14.875,17.85,23.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97537231, 40.74952698)",173.09,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.4,6.03,0.4,4.8,6.0,7.199999999999999,9.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86826324, 40.65187836)",7.69,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.1,20.79,0.49,20.2,25.25,30.299999999999997,40.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96894073, 40.75759888)",175.91,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.4,7.77,0.44,6.8,8.5,10.2,13.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00964355, 40.72068024)",163.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.44,16.27,0.33,10.88,13.600000000000001,16.32,21.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.71855927, 40.71970367)",7.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,16.08,25.74,0.62,32.16,40.199999999999996,48.239999999999995,64.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99980927, 40.73841476)",167.87,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.14,10.89,0.38,8.28,10.35,12.419999999999998,16.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95545959, 40.77190018)",91.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.88,9.07,0.43,7.76,9.7,11.64,15.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95372009, 40.74378204)",9.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,0.39,1.57,0.25,0.78,0.9750000000000001,1.17,1.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94273376, 40.70486832)",31.53,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.53,10.22,0.35,7.06,8.825,10.59,14.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95743561, 40.81490707)",102.33,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.69,14.47,0.6,17.38,21.724999999999998,26.07,34.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79387665, 40.75549316)",9.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.91,17.03,0.64,21.82,27.275,32.730000000000004,43.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92456055, 40.77121735)",20.92,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.96,6.93,0.43,5.92,7.4,8.879999999999999,11.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95855713, 40.68133163)",87.92,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.95,13.18,0.45,11.9,14.875,17.85,23.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99610901, 40.69285583)",150.41,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.37,14.36,0.44,12.74,15.925,19.11,25.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97770691, 40.78913116)",160.44,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.77,12.81,0.45,11.54,14.424999999999999,17.31,23.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98438263, 40.71510696)",153.56,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.21,11.69,0.45,10.42,13.025,15.629999999999999,20.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99282837, 40.75611877)",174.93,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.37,8.42,0.4,6.74,8.425,10.11,13.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97633362, 40.76222992)",177.13,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.8,8.81,0.43,7.6,9.5,11.399999999999999,15.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96852112, 40.75586319)",177.63,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.43,7.92,0.43,6.86,8.575000000000001,10.290000000000001,13.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00443268, 40.71718216)",161.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.01,14.68,0.34,10.02,12.524999999999999,15.03,20.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9710083, 40.74871826)",172.84,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.7,7.31,0.37,5.4,6.75,8.100000000000001,10.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97856903, 40.75017166)",173.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.52,6.71,0.38,5.04,6.3,7.5600000000000005,10.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91859436, 40.65494537)",25.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.25,18.25,0.45,16.5,20.625,24.75,33.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96674347, 40.75305557)",179.83,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.1,7.57,0.41,6.2,7.75,9.3,12.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94856262, 40.78211594)",60.26,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.41,10.21,0.53,10.82,13.525,16.23,21.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95322418, 40.80738068)",88.4,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.43,14.18,0.59,16.86,21.075,25.29,33.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95628357, 40.78115463)",98.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.68,10.51,0.45,9.36,11.7,14.04,18.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97852325, 40.7857666)",163.25,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.54,12.54,0.44,11.08,13.85,16.62,22.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8751297, 40.7733078)",14.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.58,11.86,0.47,11.16,13.95,16.740000000000002,22.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00769043, 40.70495224)",158.27,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.72,14.73,0.46,13.44,16.8,20.16,26.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95684814, 40.67513275)",82.43,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.04,14.13,0.43,12.08,15.1,18.12,24.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.17714691, 40.6950531)",167.31,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,23.36,39.94,0.58,46.72,58.4,70.08,93.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86190796, 40.76850891)",12.64,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.53,14.46,0.45,13.06,16.325,19.59,26.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95961761, 40.71240234)",99.82,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.29,8.54,0.39,6.58,8.225,9.870000000000001,13.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00050354, 40.73717499)",167.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.24,11.35,0.37,8.48,10.600000000000001,12.72,16.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95451355, 40.76585007)",79.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.57,8.29,0.43,7.14,8.924999999999999,10.709999999999999,14.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98941803, 40.77135849)",177.52,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.71,10.94,0.43,9.42,11.775,14.129999999999999,18.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97764587, 40.79149246)",45.85,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.14,6.18,0.51,6.28,7.8500000000000005,9.42,12.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97097015, 40.7986145)",39.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.72,6.15,0.6,7.44,9.3,11.16,14.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.88526917, 40.6673584)",5.19,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,12.1,22.54,0.54,24.2,30.25,36.3,48.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95734406, 40.72034836)",9.77,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.71,12.68,0.45,11.42,14.275,17.13,22.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.78156281, 40.64682007)",0.06,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,17.44,25.49,0.68,34.88,43.6,52.32000000000001,69.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.75610352, 40.65044022)",1.1,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,17.34,26.31,0.66,34.68,43.35,52.019999999999996,69.36
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00669861, 40.73366165)",149.63,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.54,7.9,0.32,5.08,6.35,7.62,10.16
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99721527, 40.7468338)",148.49,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.56,4.37,0.36,3.12,3.9000000000000004,4.68,6.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00554657, 40.71425629)",134.15,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.78,12.08,0.4,9.56,11.950000000000001,14.34,19.12
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00228882, 40.72962189)",139.42,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.64,9.13,0.29,5.28,6.6000000000000005,7.92,10.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.91874695, 40.75797272)",8.32,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.75,10.77,0.44,9.5,11.875,14.25,19.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95516205, 40.76925278)",13.34,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.72,6.78,0.4,5.44,6.800000000000001,8.16,10.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.69634247, 40.6705246)",3.67,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,20.68,30.26,0.68,41.36,51.7,62.04,82.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95629883, 40.74177933)",0.47,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.6,7.49,0.48,7.2,9.0,10.8,14.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.91861725, 40.80635834)",19.04,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.77,10.49,0.65,13.54,16.924999999999997,20.31,27.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.83103943, 40.67811966)",0.43,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,12.28,22.45,0.55,24.56,30.7,36.839999999999996,49.12
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95198059, 40.71178055)",10.59,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.88,12.98,0.45,11.76,14.7,17.64,23.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00659943, 40.74064636)",155.26,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.93,5.69,0.34,3.86,4.825,5.79,7.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.76650238, 40.60467148)",2.44,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,22.22,33.32,0.67,44.44,55.55,66.66,88.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96258545, 40.69010544)",26.68,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.92,16.59,0.48,15.84,19.8,23.759999999999998,31.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9736557, 40.75695038)",6.72,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.08,2.79,0.39,2.16,2.7,3.24,4.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.77544403, 40.76274872)",8.79,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,14.88,22.62,0.66,29.76,37.2,44.64,59.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.01057434, 40.70459366)",136.24,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.46,13.06,0.49,12.92,16.15,19.38,25.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96231079, 40.79499054)",28.72,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.23,7.04,0.6,8.46,10.575000000000001,12.690000000000001,16.92
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9916687, 40.70331955)",89.63,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.38,15.67,0.47,14.76,18.45,22.14,29.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00403595, 40.73950958)",151.49,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.08,6.32,0.33,4.16,5.2,6.24,8.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.79129791, 40.65498734)",0.18,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,16.52,25.35,0.65,33.04,41.3,49.56,66.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99858093, 40.6076088)",93.88,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,13.53,26.08,0.52,27.06,33.824999999999996,40.589999999999996,54.12
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95474243, 40.69257355)",19.27,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.38,16.01,0.46,14.76,18.45,22.14,29.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97969055, 40.73094559)",29.54,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.1,7.99,0.39,6.2,7.75,9.3,12.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99772644, 40.68309784)",103.08,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.75,17.97,0.43,15.5,19.375,23.25,31.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98500061, 40.76110077)",16.77,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.54,2.0,0.27,1.08,1.35,1.62,2.16
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95927429, 40.77082825)",14.81,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.48,5.81,0.43,4.96,6.2,7.4399999999999995,9.92
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98648834, 40.76698685)",45.64,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.93,3.32,0.28,1.86,2.325,2.79,3.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9573822, 40.7760582)",16.97,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.88,6.65,0.43,5.76,7.199999999999999,8.64,11.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.64902496, 40.76140213)",8.62,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,21.72,32.65,0.67,43.44,54.3,65.16,86.88
