source_coords,dest1_coords,dest2_coords,ret_angle,source_D1_distance(in miles),source_D1_time(in minutes),source_D1_avg_speed(per minute),original_cost$2,original_cost$2.5,original_cost$3,original_cost$4,original_accepted_delay,D1_D2_distance(in miles),D1_D2_time(in minutes),D1_D2_avg_speed(per minute),D1_D2_cost$2,D1_D2_cost$2.5,D1_D2_cost$3,D1_D2_cost$4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97489166, 40.75856781)",8.32,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.02,2.61,0.39,2.04,2.55,3.06,4.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98760223, 40.72885895)",68.59,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.05,7.76,0.39,6.1,7.625,9.149999999999999,12.2
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95194244, 40.77717972)",16.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.42,8.03,0.43,6.84,8.55,10.26,13.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95900726, 40.77667618)",17.73,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.97,6.87,0.43,5.94,7.425000000000001,8.91,11.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94628143, 40.78373337)",17.58,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.22,6.94,0.61,8.44,10.549999999999999,12.66,16.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96540833, 40.68140793)",33.09,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.33,17.68,0.47,16.66,20.825,24.990000000000002,33.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.82077789, 40.76325989)",8.92,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,10.06,19.36,0.52,20.12,25.150000000000002,30.18,40.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.86432648, 40.77000809)",9.93,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.83,18.88,0.47,17.66,22.075,26.490000000000002,35.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95870972, 40.68532944)",24.9,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.13,17.85,0.46,16.26,20.325000000000003,24.39,32.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.90519714, 40.75957108)",8.65,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.58,13.29,0.42,11.16,13.95,16.740000000000002,22.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9367981, 40.70578003)",7.05,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.51,14.35,0.52,15.02,18.775,22.53,30.04
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.01580811, 40.71504593)",146.94,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.45,10.25,0.43,8.9,11.125,13.350000000000001,17.8
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96794891, 40.78735352)",28.64,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.33,6.39,0.36,4.66,5.825,6.99,9.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.93994904, 40.62746811)",27.77,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,12.0,23.9,0.5,24.0,30.0,36.0,48.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.86122131, 40.72875977)",4.78,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.94,15.02,0.53,15.88,19.85,23.82,31.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98214722, 40.75564194)",1.88,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.44,1.8,0.24,0.88,1.1,1.32,1.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95845032, 40.67361832)",28.67,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.1,19.55,0.47,18.2,22.75,27.299999999999997,36.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98982239, 40.74655533)",87.09,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.27,4.43,0.29,2.54,3.175,3.81,5.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98336029, 40.76029968)",12.53,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.77,2.13,0.36,1.54,1.925,2.31,3.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94041443, 40.81638718)",26.5,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.67,10.68,0.62,13.34,16.675,20.009999999999998,26.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98023224, 40.7425499)",17.25,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.16,5.21,0.41,4.32,5.4,6.48,8.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98278809, 40.75669098)",3.7,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.42,1.72,0.24,0.84,1.05,1.26,1.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98165131, 40.77684784)",41.01,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.52,4.57,0.33,3.04,3.8,4.5600000000000005,6.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.81481934, 40.69380951)",2.58,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,12.86,20.67,0.62,25.72,32.15,38.58,51.44
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.89968109, 40.83819962)",22.28,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.91,14.73,0.6,17.82,22.275,26.73,35.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98316193, 40.75091171)",10.32,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.81,3.34,0.24,1.62,2.0250000000000004,2.43,3.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9877243, 40.77633286)",78.47,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.68,4.28,0.39,3.36,4.2,5.04,6.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96050262, 40.7638588)",11.29,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.21,5.13,0.43,4.42,5.525,6.63,8.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.88578033, 40.77324677)",10.72,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.6,16.34,0.46,15.2,19.0,22.799999999999997,30.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98883057, 40.72986984)",76.75,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.12,7.99,0.39,6.24,7.800000000000001,9.36,12.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00914001, 40.71414948)",139.5,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.66,11.26,0.41,9.32,11.65,13.98,18.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95726013, 40.6629982)",30.9,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.62,19.78,0.49,19.24,24.049999999999997,28.86,38.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94273376, 40.68869019)",14.02,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.12,18.44,0.49,18.24,22.799999999999997,27.36,36.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9894104, 40.72703552)",80.97,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.24,8.49,0.38,6.48,8.100000000000001,9.72,12.96
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95146179, 40.7843132)",19.03,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.64,8.07,0.58,9.28,11.6,13.919999999999998,18.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.82907867, 40.70880127)",3.54,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,11.02,19.92,0.55,22.04,27.549999999999997,33.06,44.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99578857, 40.74263382)",136.32,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.74,5.99,0.29,3.48,4.35,5.22,6.96
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95574951, 40.78023529)",18.48,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.25,7.72,0.42,6.5,8.125,9.75,13.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99112701, 40.75366211)",130.93,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.67,2.41,0.28,1.34,1.675,2.0100000000000002,2.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97766113, 40.78293991)",37.95,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.76,4.93,0.56,5.52,6.8999999999999995,8.28,11.04
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9440155, 40.78388214)",17.19,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.5,7.82,0.58,9.0,11.25,13.5,18.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00286102, 40.6258049)",101.61,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,11.79,23.49,0.5,23.58,29.474999999999998,35.37,47.16
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.8998642, 40.73366165)",4.06,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.66,12.82,0.52,13.32,16.65,19.98,26.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9932251, 40.7521553)",145.58,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.99,2.68,0.37,1.98,2.475,2.9699999999999998,3.96
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.92077637, 40.76387405)",9.68,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.27,11.45,0.46,10.54,13.174999999999999,15.809999999999999,21.08
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97348785, 40.68660355)",42.73,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.64,16.94,0.39,13.28,16.599999999999998,19.919999999999998,26.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97274017, 40.74868774)",0.91,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.47,3.47,0.42,2.94,3.675,4.41,5.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.92397308, 40.76664352)",10.41,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.97,10.8,0.46,9.94,12.424999999999999,14.91,19.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.972229, 40.7959938)",39.29,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.67,6.13,0.6,7.34,9.175,11.01,14.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94589233, 40.7530899)",6.44,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.6,8.12,0.44,7.2,9.0,10.8,14.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97058868, 40.75050735)",1.65,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.34,3.38,0.4,2.68,3.35,4.0200000000000005,5.36
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9539566, 40.66733932)",26.93,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.4,20.02,0.47,18.8,23.5,28.200000000000003,37.6
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98127747, 40.78071213)",44.93,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.78,5.04,0.35,3.56,4.45,5.34,7.12
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98770142, 40.71947098)",72.12,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.63,10.71,0.43,9.26,11.575,13.89,18.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.86204529, 40.76855087)",9.72,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.74,18.54,0.47,17.48,21.85,26.22,34.96
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97837067, 40.77230072)",27.1,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.22,3.89,0.31,2.44,3.05,3.66,4.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.01592255, 40.71516037)",147.09,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.44,10.24,0.43,8.88,11.100000000000001,13.32,17.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97837067, 40.67565155)",55.66,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.22,18.13,0.4,14.44,18.05,21.66,28.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97232056, 40.74936676)",0.12,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.42,3.36,0.42,2.84,3.55,4.26,5.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9874115, 40.74110031)",58.33,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.17,5.44,0.4,4.34,5.425,6.51,8.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97427368, 40.73177338)",17.57,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.84,6.55,0.43,5.68,7.1,8.52,11.36
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95864868, 40.81015015)",33.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.63,8.67,0.65,11.26,14.075,16.89,22.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94756317, 40.77537537)",14.76,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.44,7.8,0.44,6.88,8.6,10.32,13.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96851349, 40.76422119)",12.63,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.63,4.09,0.4,3.26,4.074999999999999,4.89,6.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9763031, 40.76501083)",15.98,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.1,2.98,0.37,2.2,2.75,3.3000000000000003,4.4
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99925995, 40.74248123)",146.87,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.56,5.16,0.3,3.12,3.9000000000000004,4.68,6.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.87255096, 40.7743988)",10.63,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.12,16.1,0.5,16.24,20.299999999999997,24.36,32.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00888824, 40.71101379)",137.38,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.81,11.63,0.41,9.62,12.024999999999999,14.43,19.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.912117, 40.76204681)",9.17,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.38,12.5,0.43,10.76,13.45,16.14,21.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.93580627, 40.67856979)",13.96,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.04,18.98,0.48,18.08,22.599999999999998,27.119999999999997,36.16
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.93980408, 40.84349442)",33.76,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.41,11.2,0.66,14.82,18.525,22.23,29.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97483826, 40.75881577)",8.58,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.04,2.64,0.39,2.08,2.6,3.12,4.16
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96714783, 40.75685883)",7.17,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.63,3.92,0.42,3.26,4.074999999999999,4.89,6.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96910095, 40.79072952)",31.92,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.97,6.49,0.61,7.94,9.925,11.91,15.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.84868622, 40.72940826)",5.18,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,9.38,16.0,0.59,18.76,23.450000000000003,28.14,37.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95731354, 40.76203156)",10.12,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.39,5.25,0.45,4.78,5.9750000000000005,7.17,9.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.92802429, 40.69532776)",7.45,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.34,15.54,0.54,16.68,20.85,25.02,33.36
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95127869, 40.699646)",14.65,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.89,14.77,0.47,13.78,17.224999999999998,20.669999999999998,27.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.94321442, 40.70752335)",8.53,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.36,14.23,0.52,14.72,18.400000000000002,22.080000000000002,29.44
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9094162, 40.77528763)",11.77,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.9,12.64,0.47,11.8,14.75,17.700000000000003,23.6
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.92024994, 40.63768387)",17.35,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,13.16,24.41,0.54,26.32,32.9,39.480000000000004,52.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9980011, 40.74422455)",146.33,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.63,4.55,0.36,3.26,4.074999999999999,4.89,6.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98336029, 40.7562294)",2.07,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.36,1.48,0.25,0.72,0.8999999999999999,1.08,1.44
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9998703, 40.67873383)",106.74,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.43,16.72,0.44,14.86,18.575,22.29,29.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97459412, 40.73305511)",16.95,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.75,6.25,0.44,5.5,6.875,8.25,11.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95061493, 40.68582153)",18.92,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.73,16.23,0.48,15.46,19.325000000000003,23.19,30.92
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.86392212, 40.7692337)",9.83,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.78,18.67,0.47,17.56,21.95,26.339999999999996,35.12
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99317169, 40.74627686)",128.46,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.45,5.29,0.27,2.9,3.625,4.35,5.8
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98127747, 40.76436996)",19.22,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,0.97,3.17,0.31,1.94,2.425,2.91,3.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00319672, 40.74383163)",154.82,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.56,4.3,0.36,3.12,3.9000000000000004,4.68,6.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.88298035, 40.73217773)",4.54,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.19,14.22,0.51,14.38,17.975,21.57,28.76
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99521637, 40.72854996)",116.03,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.91,8.59,0.34,5.82,7.275,8.73,11.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.90209961, 40.7706871)",10.67,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.42,13.64,0.47,12.84,16.05,19.259999999999998,25.68
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9877243, 40.73089981)",68.54,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.01,7.59,0.4,6.02,7.5249999999999995,9.03,12.04
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.01308441, 40.64785385)",119.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,10.0,20.96,0.48,20.0,25.0,30.0,40.0
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98752594, 40.74890137)",45.53,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.47,3.93,0.37,2.94,3.675,4.41,5.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95445251, 40.74154663)",0.78,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.3,7.17,0.46,6.6,8.25,9.899999999999999,13.2
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00843811, 40.70537186)",133.7,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.16,13.13,0.47,12.32,15.4,18.48,24.64
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.99338531, 40.72951126)",107.29,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.89,8.04,0.36,5.78,7.2250000000000005,8.67,11.56
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.02922821, 40.63505936)",130.95,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,11.33,22.6,0.5,22.66,28.325,33.99,45.32
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95788574, 40.7734375)",15.82,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.65,6.06,0.44,5.3,6.625,7.949999999999999,10.6
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95372772, 40.813694)",31.51,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.57,8.86,0.63,11.14,13.925,16.71,22.28
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.9703598, 40.74936676)",0.8,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.62,4.29,0.38,3.24,4.050000000000001,4.86,6.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95287323, 40.77933884)",17.34,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.46,8.36,0.41,6.92,8.65,10.379999999999999,13.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95912933, 40.7600708)",9.19,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.24,4.87,0.46,4.48,5.6000000000000005,6.720000000000001,8.96
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.83387756, 40.70677185)",3.18,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,10.59,18.74,0.57,21.18,26.475,31.77,42.36
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00541687, 40.71129227)",132.13,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.97,12.34,0.4,9.94,12.424999999999999,14.91,19.88
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.00133514, 40.7338562)",141.44,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,2.05,6.98,0.29,4.1,5.125,6.1499999999999995,8.2
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.02639771, 40.63032532)",127.78,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,11.55,23.38,0.49,23.1,28.875,34.650000000000006,46.2
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-74.01616669, 40.71705246)",148.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,4.36,10.05,0.43,8.72,10.9,13.080000000000002,17.44
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.90653992, 40.77463913)",11.54,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.18,13.36,0.46,12.36,15.45,18.54,24.72
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95179749, 40.74203873)",1.52,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,3.46,7.29,0.48,6.92,8.65,10.379999999999999,13.84
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.96376801, 40.71387482)",17.23,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,6.38,14.5,0.44,12.76,15.95,19.14,25.52
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.91385651, 40.69662857)",4.33,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,8.81,17.91,0.49,17.62,22.025000000000002,26.43,35.24
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.97496796, 40.75181961)",1.02,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,1.37,3.83,0.36,2.74,3.4250000000000003,4.11,5.48
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.95191193, 40.80902481)",28.8,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,5.82,9.0,0.65,11.64,14.55,17.46,23.28
"(-73.77685547, 40.64508438)","(-73.98949432, 40.75873184)","(-73.98625183, 40.7181015)",65.39,18.68,28.01,0.67,37.36,46.7,56.04,74.72,14.005,7.67,16.35,0.47,15.34,19.175,23.009999999999998,30.68
